locus	Genus	Species
NC_022654	Mycobacterium	kansasii
NC_006569	Ruegeria	pomeroyi
NC_023144	Rhodococcus	pyridinivorans
NC_023145	Rhodococcus	pyridinivorans
NZ_CP007052	Desulfurella	acetivorans
NZ_CP007046	Rhizobium	leguminosarum
NZ_CP007047	Rhizobium	leguminosarum
NZ_CP007048	Rhizobium	leguminosarum
NZ_CP007049	Rhizobium	leguminosarum
NZ_CP007050	Rhizobium	leguminosarum
NZ_CP003710	Zymomonas	mobilis
NZ_CP003711	Zymomonas	mobilis
NZ_CP003712	Zymomonas	mobilis
NZ_CP003713	Zymomonas	mobilis
NZ_CP003714	Zymomonas	mobilis
NZ_CP004351	Corynebacterium	casei
NZ_CP004352	Corynebacterium	casei
NZ_CP007063	Fusobacterium	nucleatum
NZ_CP005681	Borrelia	hermsii
NZ_CP005682	Borrelia	hermsii
NZ_CP005683	Borrelia	hermsii
NZ_CP005684	Borrelia	hermsii
NZ_CP005685	Borrelia	hermsii
NZ_CP005686	Borrelia	hermsii
NZ_CP005687	Borrelia	hermsii
NZ_CP005688	Borrelia	hermsii
NZ_CP005689	Borrelia	hermsii
NZ_CP005690	Borrelia	hermsii
NZ_CP005691	Borrelia	hermsii
NZ_CP005692	Borrelia	hermsii
NZ_CP005693	Borrelia	hermsii
NZ_CP005694	Borrelia	hermsii
NZ_CP005695	Borrelia	hermsii
NZ_CP005696	Borrelia	hermsii
NZ_CP005697	Borrelia	hermsii
NZ_CP005698	Borrelia	hermsii
NZ_CP005699	Borrelia	hermsii
NZ_CP005700	Borrelia	hermsii
NZ_CP005701	Borrelia	hermsii
NZ_CP005702	Borrelia	hermsii
NZ_CP005703	Borrelia	hermsii
NZ_CP005704	Borrelia	hermsii
NZ_CP005705	Borrelia	hermsii
NZ_CP007015	Pseudomonas	syringae
NZ_CP007066	Fusobacterium	nucleatum
NZ_CP006964	Acinetobacter	baumannii
NZ_CP006572	Chlamydia	avium
NZ_CP007184	Campylobacter	coli
NZ_CP007185	Campylobacter	coli
NZ_CP007186	Campylobacter	coli
NZ_CP007187	Campylobacter	coli
NZ_CP007180	Campylobacter	coli
NZ_CP007227	Agrobacterium	tumefaciens
NZ_CP007228	Agrobacterium	tumefaciens
NZ_CP009352	Francisella	tularensis
NC_010510	Methylobacterium	radiotolerans
NC_010509	Methylobacterium	radiotolerans
NC_010514	Methylobacterium	radiotolerans
NC_010517	Methylobacterium	radiotolerans
NC_010518	Methylobacterium	radiotolerans
NC_010502	Methylobacterium	radiotolerans
NC_010504	Methylobacterium	radiotolerans
NC_010507	Methylobacterium	radiotolerans
NZ_CP007515	Rubrobacter	radiotolerans
NZ_CP007516	Rubrobacter	radiotolerans
NZ_CP007517	Rubrobacter	radiotolerans
NZ_CP006697	Xylella	fastidiosa
NZ_CP007510	Pseudomonas	stutzeri
NZ_CP006739	Xylella	fastidiosa
NZ_CP005987	Acidithiobacillus	caldus
NZ_CP005988	Acidithiobacillus	caldus
NZ_CP005989	Acidithiobacillus	caldus
NZ_CP006987	Rhizobium	etli
NZ_CP006988	Rhizobium	etli
NZ_CP006989	Rhizobium	etli
NZ_CP006990	Rhizobium	etli
NZ_CP006991	Rhizobium	etli
NZ_CP007209	Staphylococcus	xylosus
NZ_CP006582	Mesorhizobium	huakuii
NZ_CP006583	Mesorhizobium	huakuii
NZ_CP007740	Bacillus	methanolicus
NZ_CP007741	Bacillus	methanolicus
NZ_CP008877	Terribacillus	aidingensis
NZ_CP008890	Dermacoccus	nishinomiyaensis
NZ_CP008945	Corynebacterium	atypicum
NZ_CP007807	Brevibacillus	laterosporus
NZ_CP007808	Brevibacillus	laterosporus
NZ_CP009055	Lactococcus	lactis
NZ_CP009118	Borrelia	valaisiana
NZ_CP009119	Borrelia	valaisiana
NZ_CP009213	Borrelia	afzelii
NZ_CP009214	Borrelia	afzelii
NZ_CP007723	Corynebacterium	glutamicum
NZ_CP007725	Corynebacterium	glutamicum
NZ_CP008817	Ochrobactrum	anthropi
NZ_CP008818	Ochrobactrum	anthropi
NZ_CP009263	Vibrio	vulnificus
NZ_CP009145	Sinorhizobium	meliloti
NZ_CP009146	Sinorhizobium	meliloti
NZ_CP007621	Bacillus	mycoides
NZ_CP007622	Bacillus	mycoides
NZ_CP007623	Bacillus	mycoides
NZ_CP007624	Bacillus	mycoides
NZ_CP007625	Bacillus	mycoides
NC_022354	Campylobacter	jejuni
NZ_CP009532	Lactobacillus	sp.
NZ_CP009047	Staphylococcus	epidermidis
NZ_CP009572	Sphingomonas	taxi
NZ_CP009573	Sphingomonas	taxi
NZ_CP007636	Vibrio	cholerae
NZ_CP009584	Corynebacterium	ulcerans
NZ_CP006765	Corynebacterium	doosanense
NZ_CP007556	Coxiella	burnetii
NZ_CP009292	Novosphingobium	pentaromativorans
NZ_CP009293	Novosphingobium	pentaromativorans
NZ_CP009294	Novosphingobium	pentaromativorans
NZ_CP009295	Novosphingobium	pentaromativorans
NZ_CP009296	Novosphingobium	pentaromativorans
NZ_CP009130	Planococcus	sp.
NZ_CP009266	Vibrio	coralliilyticus
NZ_LK021128	Vibrio	anguillarum
NZ_CP006904	Clostridium	botulinum
NZ_CP009963	Collimonas	arenae
NZ_CP006906	Clostridium	baratii
NZ_CP009939	Bacillus	cereus
NZ_CP009940	Bacillus	cereus
NZ_CP009123	Sphingopyxis	fribergensis
NZ_CP010090	Bacillus	thuringiensis
NZ_CP010091	Bacillus	thuringiensis
NZ_CP010092	Bacillus	thuringiensis
NZ_CP010093	Bacillus	thuringiensis
NZ_CP010094	Bacillus	thuringiensis
NZ_CP010095	Bacillus	thuringiensis
NZ_CP010096	Bacillus	thuringiensis
NZ_CP010097	Bacillus	thuringiensis
NZ_CP010098	Bacillus	thuringiensis
NZ_CP010099	Bacillus	thuringiensis
NZ_CP010398	Acinetobacter	baumannii
NZ_CP010399	Acinetobacter	baumannii
NZ_CP010400	Acinetobacter	baumannii
NZ_CP009975	Pseudomonas	putida
NZ_CP010410	Xanthomonas	sacchari
NZ_CP010343	Bacillus	anthracis
NC_002489	Xylella	fastidiosa
NC_002490	Xylella	fastidiosa
NZ_CP006855	Xanthomonas	citri
NZ_CP006856	Xanthomonas	citri
NZ_CP006909	Clostridium	botulinum
NZ_CP006901	Clostridium	botulinum
NZ_CP010416	Azotobacter	chroococcum
NZ_CP010417	Azotobacter	chroococcum
NZ_CP010418	Azotobacter	chroococcum
NZ_CP010419	Azotobacter	chroococcum
NZ_CP010420	Azotobacter	chroococcum
NZ_CP010421	Azotobacter	chroococcum
NZ_CP004389	Thalassospira	xiamenensis
NZ_CP009417	Jeotgalibacillus	malaysiensis
NZ_CP007642	Rhizobium	etli
NZ_CP007643	Rhizobium	etli
NZ_CP007644	Rhizobium	etli
NZ_CP007645	Rhizobium	etli
NC_004565	Clostridium	tetani
NC_003296	Ralstonia	solanacearum
NC_009136	Methanococcus	maripaludis
NC_008498	Lactobacillus	brevis
NC_008499	Lactobacillus	brevis
NC_010715	Natranaerobius	thermophilus
NC_010724	Natranaerobius	thermophilus
NC_007323	Bacillus	anthracis
NC_007322	Bacillus	anthracis
NC_013516	Streptobacillus	moniliformis
NC_013888	Methanocaldococcus	sp.
NC_010940	Actinobacillus	pleuropneumoniae
NC_010941	Actinobacillus	pleuropneumoniae
NC_010942	Actinobacillus	pleuropneumoniae
NC_013770	Sulfolobus	islandicus
NC_013356	Zymomonas	mobilis
NC_013357	Zymomonas	mobilis
NC_013358	Zymomonas	mobilis
NC_009429	Rhodobacter	sphaeroides
NC_009430	Rhodobacter	sphaeroides
NC_009431	Rhodobacter	sphaeroides
NC_009432	Rhodobacter	sphaeroides
NC_009433	Rhodobacter	sphaeroides
NC_014409	Methanothermobacter	marburgensis
NC_012624	Sulfolobus	islandicus
NC_009998	Shewanella	baltica
NC_009999	Shewanella	baltica
NC_010000	Shewanella	baltica
NC_010579	Xylella	fastidiosa
NC_013224	Desulfohalobium	retbaense
NC_009726	Coxiella	burnetii
NC_010115	Coxiella	burnetii
NC_013129	Borrelia	burgdorferi
NC_017404	Borrelia	burgdorferi
NC_017425	Borrelia	burgdorferi
NC_017409	Borrelia	burgdorferi
NC_017393	Borrelia	burgdorferi
NC_017394	Borrelia	burgdorferi
NC_017426	Borrelia	burgdorferi
NC_017410	Borrelia	burgdorferi
NC_017405	Borrelia	burgdorferi
NC_017411	Borrelia	burgdorferi
NC_017395	Borrelia	burgdorferi
NC_017406	Borrelia	burgdorferi
NC_017407	Borrelia	burgdorferi
NC_017412	Borrelia	burgdorferi
NC_017427	Borrelia	burgdorferi
NC_017396	Borrelia	burgdorferi
NC_017397	Borrelia	burgdorferi
NC_017428	Borrelia	burgdorferi
NC_017408	Borrelia	burgdorferi
NC_017413	Borrelia	burgdorferi
NC_017288	Chlamydia	psittaci
NC_015632	Methanothermococcus	okinawensis
NC_011526	Coxiella	burnetii
NC_011961	Thermomicrobium	roseum
NC_013742	Archaeoglobus	profundus
NC_013408	Methanocaldococcus	vulcanius
NC_013409	Methanocaldococcus	vulcanius
NC_013157	Methanocaldococcus	fervens
NC_010549	Exiguobacterium	sibiricum
NC_010550	Exiguobacterium	sibiricum
NC_009777	Vibrio	campbellii
NC_010680	Clostridium	botulinum
NC_008712	Paenarthrobacter	aurescens
NC_008713	Paenarthrobacter	aurescens
NC_015679	Blattabacterium	sp.
NC_015471	Thermococcus	barophilus
NC_008598	Bacillus	thuringiensis
NC_009506	Fusobacterium	nucleatum
NC_015461	Gallibacterium	anatis
NC_017483	Lactococcus	lactis
NC_017487	Lactococcus	lactis
NC_017484	Lactococcus	lactis
NC_017485	Lactococcus	lactis
NC_017488	Lactococcus	lactis
NC_015430	Methanosaeta	concilii
NC_013442	Gordonia	bronchialis
NC_014957	Isosphaera	pallida
NC_015386	Treponema	succinifaciens
NC_016149	Thermovirga	lienii
NC_010727	Methylobacterium	populi
NC_010721	Methylobacterium	populi
NC_016637	Methanosaeta	harundinacea
NC_014149	Planctopirus	limnophila
NC_014389	Butyrivibrio	proteoclasticus
NC_014390	Butyrivibrio	proteoclasticus
NC_015390	Carnobacterium	sp.
NC_015686	Clostridium	acetobutylicum
NC_015688	Clostridium	acetobutylicum
NC_017296	Clostridium	acetobutylicum
NC_016905	Shewanella	baltica
NC_015741	Roseobacter	litoralis
NC_015728	Roseobacter	litoralis
NC_015729	Roseobacter	litoralis
NC_007349	Methanosarcina	barkeri
NC_017738	Helicobacter	cetorum
NC_015219	Streptococcus	gallolyticus
NC_012516	Borrelia	burgdorferi
NC_012517	Borrelia	burgdorferi
NC_012507	Borrelia	burgdorferi
NC_012508	Borrelia	burgdorferi
NC_012510	Borrelia	burgdorferi
NC_012513	Borrelia	burgdorferi
NC_012500	Borrelia	burgdorferi
NC_012501	Borrelia	burgdorferi
NC_012503	Borrelia	burgdorferi
NC_012505	Borrelia	burgdorferi
NC_012495	Borrelia	burgdorferi
NC_012511	Borrelia	burgdorferi
NC_012498	Borrelia	burgdorferi
NC_012514	Borrelia	burgdorferi
NC_012502	Borrelia	burgdorferi
NT_187139	Borrelia	hermsii
NT_187136	Borrelia	hermsii
NT_187137	Borrelia	hermsii
NT_187140	Borrelia	hermsii
NT_187141	Borrelia	hermsii
NT_187142	Borrelia	hermsii
NT_187138	Borrelia	hermsii
NT_187143	Borrelia	hermsii
NT_187144	Borrelia	hermsii
NT_187145	Borrelia	hermsii
NC_015417	Clostridium	botulinum
NC_015426	Clostridium	botulinum
NC_015418	Clostridium	botulinum
NC_015427	Clostridium	botulinum
NC_015419	Clostridium	botulinum
NC_018637	Chlamydia	psittaci
NC_012194	Borrelia	burgdorferi
NC_012203	Borrelia	burgdorferi
NC_012149	Borrelia	burgdorferi
NC_012170	Borrelia	burgdorferi
NC_012152	Borrelia	burgdorferi
NC_012156	Borrelia	burgdorferi
NC_012158	Borrelia	burgdorferi
NC_012202	Borrelia	burgdorferi
NC_012227	Borrelia	burgdorferi
NC_012228	Borrelia	burgdorferi
NC_012154	Borrelia	burgdorferi
NC_012157	Borrelia	burgdorferi
NC_016750	Streptococcus	macedonicus
NC_020196	Blattabacterium	sp.
NC_017575	Ralstonia	solanacearum
NC_012235	Borrelia	burgdorferi
NC_012254	Borrelia	burgdorferi
NC_012258	Borrelia	burgdorferi
NC_012263	Borrelia	burgdorferi
NC_012246	Borrelia	burgdorferi
NC_012249	Borrelia	burgdorferi
NC_012250	Borrelia	burgdorferi
NC_012237	Borrelia	burgdorferi
NC_012255	Borrelia	burgdorferi
NC_012259	Borrelia	burgdorferi
NC_012244	Borrelia	burgdorferi
NC_012269	Borrelia	burgdorferi
NC_012231	Borrelia	burgdorferi
NC_012198	Borrelia	burgdorferi
NC_012162	Borrelia	burgdorferi
NC_012148	Borrelia	burgdorferi
NC_012151	Borrelia	burgdorferi
NC_012175	Borrelia	burgdorferi
NC_012189	Borrelia	burgdorferi
NC_012159	Borrelia	burgdorferi
NC_012160	Borrelia	burgdorferi
NC_012150	Borrelia	burgdorferi
NC_012171	Borrelia	burgdorferi
NC_012153	Borrelia	burgdorferi
NC_012187	Borrelia	burgdorferi
NC_012195	Borrelia	burgdorferi
NC_012197	Borrelia	burgdorferi
NC_012161	Borrelia	burgdorferi
NC_012167	Borrelia	burgdorferi
NC_012178	Borrelia	burgdorferi
NC_012155	Borrelia	burgdorferi
NC_012188	Borrelia	burgdorferi
NC_012192	Borrelia	burgdorferi
NC_016837	Streptococcus	infantarius
NC_011874	Borrelia	burgdorferi
NC_011876	Borrelia	burgdorferi
NC_011865	Borrelia	burgdorferi
NC_011843	Borrelia	burgdorferi
NC_011870	Borrelia	burgdorferi
NC_011846	Borrelia	burgdorferi
NC_011872	Borrelia	burgdorferi
NC_011849	Borrelia	burgdorferi
NC_011851	Borrelia	burgdorferi
NC_011863	Borrelia	burgdorferi
NC_011841	Borrelia	burgdorferi
NC_011868	Borrelia	burgdorferi
NC_011845	Borrelia	burgdorferi
NC_011847	Borrelia	burgdorferi
NC_011850	Borrelia	burgdorferi
NC_011853	Borrelia	burgdorferi
NC_011862	Borrelia	burgdorferi
NC_011864	Borrelia	burgdorferi
NC_011866	Borrelia	burgdorferi
NC_020303	Corynebacterium	halotolerans
NC_011223	Lactobacillus	rhamnosus
NC_011225	Lactobacillus	rhamnosus
NC_019972	Methanomethylovorans	hollandica
NC_017172	Acinetobacter	baumannii
NC_018291	Phaeobacter	inhibens
NC_018287	Phaeobacter	inhibens
NC_018288	Phaeobacter	inhibens
NC_020165	Staphylococcus	warneri
NC_020274	Staphylococcus	warneri
NC_020264	Staphylococcus	warneri
NC_020265	Staphylococcus	warneri
NC_020266	Staphylococcus	warneri
NC_020267	Staphylococcus	warneri
NC_020268	Staphylococcus	warneri
NC_020269	Staphylococcus	warneri
NC_017585	Streptomyces	cattleya
NC_015845	Enterococcus	hirae
NC_020523	Corynebacterium	callunae
NC_020553	Corynebacterium	callunae
NC_014172	Bacillus	thuringiensis
NC_018742	Emticicia	oligotrophica
NC_018749	Emticicia	oligotrophica
NC_018743	Emticicia	oligotrophica
NC_018744	Emticicia	oligotrophica
NC_018745	Emticicia	oligotrophica
NC_018026	Desulfomonile	tiedjei
NC_020292	Clostridium	saccharoperbutylacetonicum
NT_187163	Sinorhizobium	fredii
NT_187151	Sinorhizobium	fredii
NT_187152	Sinorhizobium	fredii
NT_187164	Sinorhizobium	fredii
NT_187153	Sinorhizobium	fredii
NT_187154	Sinorhizobium	fredii
NT_187165	Sinorhizobium	fredii
NT_187155	Sinorhizobium	fredii
NT_187166	Sinorhizobium	fredii
NT_187156	Sinorhizobium	fredii
NT_187157	Sinorhizobium	fredii
NT_187167	Sinorhizobium	fredii
NT_187158	Sinorhizobium	fredii
NT_187159	Sinorhizobium	fredii
NT_187168	Sinorhizobium	fredii
NT_187160	Sinorhizobium	fredii
NT_187162	Sinorhizobium	fredii
NT_187161	Sinorhizobium	fredii
NT_187169	Sinorhizobium	fredii
NC_016907	Gordonia	polyisoprenivorans
NC_017848	Acinetobacter	baumannii
NC_020524	Acinetobacter	baumannii
NC_022901	Zymomonas	mobilis
NC_022913	Zymomonas	mobilis
NC_022902	Zymomonas	mobilis
NC_022903	Zymomonas	mobilis
NC_022910	Zymomonas	mobilis
NC_001773	Pyrococcus	abyssi
NC_015689	Oligotropha	carboxidovorans
NC_015685	Oligotropha	carboxidovorans
NC_021903	Lactobacillus	plantarum
NC_021904	Lactobacillus	plantarum
NC_021912	Lactobacillus	plantarum
NC_022601	Carnobacterium	inhibens
NC_022607	Carnobacterium	inhibens
NC_022602	Carnobacterium	inhibens
NC_022603	Carnobacterium	inhibens
NC_022608	Carnobacterium	inhibens
NC_019789	Deinococcus	peraridilitoris
NC_019790	Deinococcus	peraridilitoris
NC_021718	Alteromonas	mediterranea
NC_020305	Desulfocapsa	sulfexigens
NC_021987	Enterococcus	faecium
NC_021995	Enterococcus	faecium
NC_021988	Enterococcus	faecium
NC_021989	Enterococcus	faecium
NC_021996	Enterococcus	faecium
NC_021990	Enterococcus	faecium
NC_021745	Ralstonia	solanacearum
NC_020797	Xanthomonas	axonopodis
NC_020798	Xanthomonas	axonopodis
NC_020801	Xanthomonas	axonopodis
NC_021361	Pseudomonas	fluorescens
NC_019906	Pseudomonas	putida
NZ_CP003716	Zymomonas	mobilis
NZ_CP003717	Zymomonas	mobilis
NZ_CP003718	Zymomonas	mobilis
NZ_CP003719	Zymomonas	mobilis
NC_019961	Prevotella	dentalis
NC_019969	Prevotella	dentalis
NC_023138	Phaeobacter	gallaeciensis
NC_023148	Phaeobacter	gallaeciensis
NC_023139	Phaeobacter	gallaeciensis
NC_023140	Phaeobacter	gallaeciensis
NC_023141	Phaeobacter	gallaeciensis
NC_023142	Phaeobacter	gallaeciensis
NC_023143	Phaeobacter	gallaeciensis
NC_011339	Bacillus	cereus
NC_011340	Bacillus	cereus
NC_011341	Bacillus	cereus
NC_011342	Bacillus	cereus
NC_011337	Bacillus	cereus
NC_011338	Bacillus	cereus
NZ_CP007182	Campylobacter	coli
NC_020994	Mycobacterium	abscessus
NC_023031	Acinetobacter	baumannii
NC_019985	Acinetobacter	baumannii
NC_019772	Anabaena	cylindrica
NC_020157	Anabaena	cylindrica
NC_019773	Anabaena	cylindrica
NC_019774	Anabaena	cylindrica
NC_020056	Anabaena	cylindrica
NC_019775	Anabaena	cylindrica
NZ_CP004007	Legionella	oakridgensis
NC_023147	Paenibacillus	larvae
NZ_CP007157	Corynebacterium	falsenii
NC_021920	Corynebacterium	maris
NC_022587	Lactococcus	lactis
NZ_CP007042	Lactococcus	lactis
NZ_CP007043	Lactococcus	lactis
NC_015742	Sinorhizobium	fredii
NZ_CP003916	Advenella	mimigardefordensis
NC_023146	Leisingera	methylohalidivorans
NC_023136	Leisingera	methylohalidivorans
NZ_CP007162	Virgibacillus	sp.
NZ_CP007163	Virgibacillus	sp.
NZ_CP007164	Virgibacillus	sp.
NC_020124	Bacillus	thuringiensis
NC_022874	Bacillus	thuringiensis
NC_022875	Bacillus	thuringiensis
NC_022876	Bacillus	thuringiensis
NC_022877	Bacillus	thuringiensis
NC_022882	Bacillus	thuringiensis
NZ_CP007647	Lactobacillus	salivarius
NZ_CP007648	Lactobacillus	salivarius
NZ_CP007649	Lactobacillus	salivarius
NZ_CP007650	Lactobacillus	salivarius
NZ_CP009657	Borrelia	burgdorferi
NZ_CP009658	Borrelia	burgdorferi
NZ_CP009659	Borrelia	burgdorferi
NZ_CP009660	Borrelia	burgdorferi
NZ_CP009661	Borrelia	burgdorferi
NZ_CP009662	Borrelia	burgdorferi
NZ_CP009663	Borrelia	burgdorferi
NZ_CP009664	Borrelia	burgdorferi
NZ_CP009665	Borrelia	burgdorferi
NZ_CP009666	Borrelia	burgdorferi
NZ_CP009667	Borrelia	burgdorferi
NZ_CP009668	Borrelia	burgdorferi
NZ_CP009669	Borrelia	burgdorferi
NZ_CP009670	Borrelia	burgdorferi
NZ_CP009671	Borrelia	burgdorferi
NZ_CP009672	Borrelia	burgdorferi
NZ_CP009673	Borrelia	burgdorferi
NZ_CP009674	Borrelia	burgdorferi
NZ_CP009675	Borrelia	burgdorferi
NC_020525	Acinetobacter	baumannii
NZ_CP009289	Paenibacillus	durus
NZ_CP007713	Acinetobacter	baumannii
NZ_CP007714	Acinetobacter	baumannii
NZ_HG977523	Acinetobacter	baumannii
NZ_HG977524	Acinetobacter	baumannii
NZ_HG977525	Acinetobacter	baumannii
NZ_HG977527	Acinetobacter	baumannii
NZ_HG977528	Acinetobacter	baumannii
NZ_HG977529	Acinetobacter	baumannii
NZ_CP010269	Paenibacillus	polymyxa
NZ_CP010270	Paenibacillus	polymyxa
NZ_CP004394	Celeribacter	indicus
NZ_CP004395	Celeribacter	indicus
NZ_CP004396	Celeribacter	indicus
NZ_CP004397	Celeribacter	indicus
NZ_CP004398	Celeribacter	indicus
NZ_CP010452	Corynebacterium	glutamicum
NZ_CP010312	Geoalkalibacter	subterraneus
NZ_AP014681	Lactobacillus	hokkaidonensis
NZ_AP014682	Lactobacillus	hokkaidonensis
NZ_AP014570	Comamonadaceae	bacterium
NC_021233	Lactobacillus	plantarum
NC_021225	Lactobacillus	plantarum
NC_021226	Lactobacillus	plantarum
NC_021234	Lactobacillus	plantarum
NC_021227	Lactobacillus	plantarum
NC_021228	Lactobacillus	plantarum
NZ_CP010527	Lactobacillus	plantarum
NZ_CP009437	Francisella	philomiragia
NZ_CP009445	Francisella	philomiragia
NZ_CP009446	Francisella	philomiragia
NZ_CP009342	Francisella	philomiragia
NZ_CP009443	Francisella	philomiragia
NZ_CP010782	Acinetobacter	baumannii
NZ_AP014650	Acinetobacter	baumannii
NC_011352	Lactobacillus	casei
NZ_CP010302	Campylobacter	jejuni
NZ_CP010303	Campylobacter	jejuni
NZ_CP010073	Campylobacter	jejuni
NZ_CP010074	Campylobacter	jejuni
NZ_CP009689	Bacillus	mycoides
NZ_CP009690	Bacillus	mycoides
NZ_CP009691	Bacillus	mycoides
NZ_CP009915	Bacillus	megaterium
NZ_CP009916	Bacillus	megaterium
NZ_CP009917	Bacillus	megaterium
NZ_CP009918	Bacillus	megaterium
NZ_CP009919	Bacillus	megaterium
NZ_CP009921	Bacillus	megaterium
NZ_CP007791	Corynebacterium	marinum
NZ_CP007792	Corynebacterium	marinum
NZ_CP009324	Bacillus	anthracis
NZ_CP009326	Bacillus	anthracis
NZ_CP009327	Bacillus	anthracis
NZ_CP009329	Bacillus	anthracis
NZ_CP009330	Bacillus	anthracis
NZ_CP010793	Bacillus	anthracis
NZ_CP010794	Bacillus	anthracis
NZ_CP009339	Bacillus	anthracis
NZ_CP009340	Bacillus	anthracis
NZ_CP009645	Bacillus	thuringiensis
NZ_CP009646	Bacillus	thuringiensis
NZ_CP009647	Bacillus	thuringiensis
NZ_CP009648	Bacillus	thuringiensis
NZ_CP009649	Bacillus	thuringiensis
NZ_CP009650	Bacillus	thuringiensis
NZ_CP010814	Bacillus	anthracis
NZ_CP010815	Bacillus	anthracis
NZ_CP009462	Bacillus	anthracis
NZ_CP009463	Bacillus	anthracis
NZ_CP009542	Bacillus	anthracis
NZ_CP009543	Bacillus	anthracis
NZ_CP009314	Bacillus	anthracis
NZ_CP009316	Bacillus	anthracis
NZ_CP009698	Bacillus	anthracis
NZ_CP009699	Bacillus	anthracis
NZ_CP010087	Bacillus	thuringiensis
NZ_CP009299	Bacillus	cereus
NZ_CP009599	Bacillus	thuringiensis
NZ_CP009717	Bacillus	thuringiensis
NZ_CP009718	Bacillus	thuringiensis
NZ_CP009719	Bacillus	thuringiensis
NZ_CP009317	Bacillus	cereus
NZ_CP009589	Bacillus	cereus
NZ_CP009591	Bacillus	cereus
NZ_CP009592	Bacillus	cereus
NZ_CP009475	Bacillus	anthracis
NZ_CP009627	Bacillus	cereus
NZ_CP009900	Bacillus	anthracis
NZ_CP009901	Bacillus	anthracis
NZ_CP009695	Bacillus	anthracis
NZ_CP009696	Bacillus	anthracis
NZ_CP009332	Bacillus	thuringiensis
NZ_CP009333	Bacillus	thuringiensis
NZ_CP009334	Bacillus	thuringiensis
NZ_CP009336	Bacillus	thuringiensis
NZ_CP009593	Bacillus	cereus
NZ_CP009594	Bacillus	cereus
NZ_CP009595	Bacillus	cereus
NZ_CP009634	Bacillus	cereus
NZ_CP009635	Bacillus	cereus
NZ_CP009636	Bacillus	cereus
NZ_CP009637	Bacillus	cereus
NZ_CP009638	Bacillus	cereus
NZ_CP009639	Bacillus	cereus
NZ_CP009640	Bacillus	cereus
NZ_CP010320	Bacillus	anthracis
NZ_CP010321	Bacillus	anthracis
NZ_CP009368	Bacillus	cereus
NZ_CP009540	Bacillus	anthracis
NZ_CP009597	Bacillus	anthracis
NZ_CP009965	Bacillus	cereus
NZ_CP009966	Bacillus	cereus
NZ_CP009967	Bacillus	cereus
NZ_CP009969	Bacillus	cereus
NZ_CP009970	Bacillus	cereus
NZ_CP009344	Bacillus	thuringiensis
NZ_CP009345	Bacillus	thuringiensis
NZ_CP009346	Bacillus	thuringiensis
NZ_CP009347	Bacillus	thuringiensis
NZ_CP009348	Bacillus	thuringiensis
NZ_CP009349	Bacillus	thuringiensis
NZ_CP009350	Bacillus	thuringiensis
NZ_CP009603	Bacillus	cereus
NZ_CP009604	Bacillus	cereus
NZ_CP009606	Bacillus	cereus
NZ_CP010015	Bacillus	sp.
NZ_CP009998	Bacillus	thuringiensis
NZ_CP009999	Bacillus	thuringiensis
NZ_CP010000	Bacillus	thuringiensis
NZ_CP010001	Bacillus	thuringiensis
NZ_CP010002	Bacillus	thuringiensis
NZ_CP010003	Bacillus	thuringiensis
NZ_CP010004	Bacillus	thuringiensis
NZ_CP010006	Bacillus	thuringiensis
NZ_CP010007	Bacillus	thuringiensis
NZ_CP010008	Bacillus	thuringiensis
NZ_CP010009	Bacillus	thuringiensis
NZ_CP010010	Bacillus	thuringiensis
NZ_CP010011	Bacillus	thuringiensis
